customer_id,transaction_amount,category,merchant,age,gender,spend_tier,cluster,persona
438550,665.41,Electronics,pierce lam and miller,70,F,High,3,High Spend — Electronics
438566,262.03,Market,gomez ho and kaufman,69,M,Mid,1,Mid Spend — Market
438578,70.86,Clothing,potter alexander and bryan,36,M,Low,1,Low Spend — Market
438622,275.64,Market,hall ltd,38,F,Mid,1,Mid Spend — Market
438643,84.88,Market,hunter and sons,25,F,Low,1,Low Spend — Market
438669,190.87,Cosmetic,bryan knight,21,F,Mid,1,Mid Spend — Market
438678,13.16,Restaurant,clark rios,68,M,Low,0,Low Spend — Restaurant
438692,109.54,Cosmetic,mendoza llc,41,F,Low,1,Low Spend — Market
438698,76.02,Clothing,duncan reyes and dawson,53,M,Low,1,Low Spend — Market
438725,474.36,Market,wade tran and taylor,40,M,High,1,High Spend — Market
438740,328.84,Market,gray stout,32,Unknown,Mid,1,Mid Spend — Market
438755,345.88,Market,fowler inc,64,M,Mid,1,Mid Spend — Market
438827,306.18,Travel,roberts ray and barton,41,M,Mid,2,Mid Spend — Travel
438862,1703.05,Travel,peck ltd,22,Unknown,Very High,2,Very High Spend — Travel
438867,23.69,Restaurant,williams llc,31,Unknown,Low,0,Low Spend — Restaurant
438868,79.98,Clothing,smith inc,45,M,Low,1,Low Spend — Market
438872,68.64,Restaurant,robbins taylor and lyons,77,F,Low,0,Low Spend — Restaurant
438898,23.25,Restaurant,hall mcguire,43,Unknown,Low,0,Low Spend — Restaurant
438975,35.74,Clothing,rodriguez group,53,M,Low,1,Low Spend — Market
438990,256.91,Electronics,barber stout,59,M,Mid,3,Mid Spend — Electronics
438991,130.64,Clothing,moore reilly,68,F,Low,1,Low Spend — Market
439026,60.11,Restaurant,butler walker,68,M,Low,0,Low Spend — Restaurant
439030,987.21,Electronics,goodwin graham,41,F,High,3,High Spend — Electronics
439045,2695.47,Travel,lee mahoney and vargas,60,F,Very High,2,Very High Spend — Travel
439081,48.94,Restaurant,thompson wilkinson and sparks,30,M,Low,0,Low Spend — Restaurant
439095,170.0,Cosmetic,rodriguez alvarado,74,Unknown,Low,1,Low Spend — Market
439105,824.34,Electronics,jackson johnson,25,F,High,3,High Spend — Electronics
439130,31.73,Restaurant,morrison carrillo,55,M,Low,0,Low Spend — Restaurant
439132,2609.22,Travel,brown martinez,35,F,Very High,2,Very High Spend — Travel
439146,360.46,Market,dalton andrews,35,M,Mid,1,Mid Spend — Market
439148,624.15,Electronics,fields inc,42,M,High,3,High Spend — Electronics
439159,1330.68,Travel,burton garcia,42,F,Very High,2,Very High Spend — Travel
439209,133.31,Clothing,moore richardson,21,F,Low,1,Low Spend — Market
439217,542.45,Electronics,cantrell rivas,36,M,High,3,High Spend — Electronics
439274,105.98,Market,bowman gibbs and williams,37,M,Low,1,Low Spend — Market
439277,11.06,Restaurant,castro reyes and bass,42,F,Low,0,Low Spend — Restaurant
439285,57.1,Cosmetic,waters williams and reed,27,F,Low,1,Low Spend — Market
439298,297.28,Clothing,martin and sons,69,F,Mid,1,Mid Spend — Market
439312,349.26,Electronics,pennington inc,33,M,Mid,3,Mid Spend — Electronics
439321,1229.79,Travel,kelley logan and williamson,38,M,High,2,High Spend — Travel
439345,452.35,Market,olsen myers and gill,32,F,Mid,1,Mid Spend — Market
439383,616.3,Electronics,weaver carter and cochran,47,F,High,3,High Spend — Electronics
439403,256.72,Clothing,gregory ltd,49,F,Mid,1,Mid Spend — Market
439449,269.94,Clothing,phelps long,39,M,Mid,1,Mid Spend — Market
439489,122.74,Cosmetic,bryant hunter and mcintosh,49,M,Low,1,Low Spend — Market
439491,104.69,Cosmetic,white inc,60,F,Low,1,Low Spend — Market
439598,1570.26,Travel,weaver young and moore,33,M,Very High,2,Very High Spend — Travel
439610,13.95,Cosmetic,jones group,54,M,Low,1,Low Spend — Market
439612,535.32,Travel,lamb llc,52,M,High,2,High Spend — Travel
439665,211.13,Market,mejia harvey,31,M,Mid,1,Mid Spend — Market
439683,2318.74,Travel,parrish group,65,F,Very High,2,Very High Spend — Travel
439709,212.27,Clothing,lawrence oliver,21,F,Mid,1,Mid Spend — Market
439711,19.35,Restaurant,greene montoya and anderson,74,M,Low,0,Low Spend — Restaurant
439733,43.98,Restaurant,rollins lang and sanders,24,F,Low,0,Low Spend — Restaurant
439751,623.64,Electronics,roberts dean,33,Unknown,High,3,High Spend — Electronics
439753,447.3,Market,diaz bradley,29,F,Mid,1,Mid Spend — Market
439759,60.32,Clothing,owens ryan,47,Unknown,Low,1,Low Spend — Market
439780,166.6,Clothing,aguirre mason,75,F,Low,1,Low Spend — Market
439790,88.08,Clothing,yates plc,30,F,Low,1,Low Spend — Market
439799,63.82,Cosmetic,anderson ltd,48,F,Low,1,Low Spend — Market
439808,80.52,Restaurant,roberts plc,47,F,Low,0,Low Spend — Restaurant
439810,452.6,Market,chambers clark,44,Unknown,Mid,1,Mid Spend — Market
439814,48.1,Cosmetic,jones llc,62,F,Low,1,Low Spend — Market
439825,821.66,Electronics,lowe bautista,47,Unknown,High,3,High Spend — Electronics
439869,30.73,Restaurant,tran ramirez,25,M,Low,0,Low Spend — Restaurant
439872,190.32,Clothing,harding clarke and carey,34,Unknown,Mid,1,Mid Spend — Market
439882,2626.72,Travel,hamilton group,54,F,Very High,2,Very High Spend — Travel
439891,24.66,Clothing,moreno gallegos and carter,71,M,Low,1,Low Spend — Market
439898,252.23,Market,lambert bartlett,47,M,Mid,1,Mid Spend — Market
439917,419.54,Market,williams sanchez and lee,30,F,Mid,1,Mid Spend — Market
439919,1218.57,Travel,khan douglas,46,M,High,2,High Spend — Travel
439921,664.31,Electronics,powell phillips and jensen,52,F,High,3,High Spend — Electronics
439939,244.07,Market,perkins llc,42,F,Mid,1,Mid Spend — Market
439999,117.68,Travel,hernandez richardson,50,F,Low,2,Low Spend — Travel
440001,543.67,Travel,thompson shepard and murphy,43,F,High,2,High Spend — Travel
440023,490.31,Electronics,weaver plc,70,F,High,3,High Spend — Electronics
440041,310.98,Travel,henry barnes,73,M,Mid,2,Mid Spend — Travel
440068,159.77,Cosmetic,garcia nielsen,65,Unknown,Low,1,Low Spend — Market
440106,169.76,Electronics,bennett mckenzie,51,M,Low,3,Low Spend — Electronics
440143,370.26,Market,yoder ltd,25,F,Mid,1,Mid Spend — Market
440156,73.25,Electronics,schultz murphy,65,M,Low,3,Low Spend — Electronics
440159,270.46,Travel,shepard duffy,70,M,Mid,2,Mid Spend — Travel
440172,2788.08,Travel,zimmerman ramirez and thomas,47,F,Very High,2,Very High Spend — Travel
440182,268.15,Clothing,thomas navarro,45,F,Mid,1,Mid Spend — Market
440227,277.81,Clothing,madden gates,62,F,Mid,1,Mid Spend — Market
440267,2783.62,Travel,perry inc,22,M,Very High,2,Very High Spend — Travel
440278,2076.86,Travel,kent hunt,36,F,Very High,2,Very High Spend — Travel
440281,84.34,Clothing,medina ltd,60,M,Low,1,Low Spend — Market
440292,260.61,Market,reed and sons,60,M,Mid,1,Mid Spend — Market
440315,97.88,Cosmetic,hayes pope and woods,47,M,Low,1,Low Spend — Market
440320,236.83,Market,park king,72,M,Mid,1,Mid Spend — Market
440321,30.05,Restaurant,soto llc,63,M,Low,0,Low Spend — Restaurant
440352,1159.21,Travel,mitchell hall and king,51,M,High,2,High Spend — Travel
440380,222.33,Market,bean ltd,53,F,Mid,1,Mid Spend — Market
440391,148.04,Electronics,morales walker,68,M,Low,3,Low Spend — Electronics
440393,769.61,Electronics,hunt plc,50,M,High,3,High Spend — Electronics
440422,77.04,Restaurant,shah russell,54,F,Low,0,Low Spend — Restaurant
440428,255.64,Market,hunt ltd,26,F,Mid,1,Mid Spend — Market
440438,83.92,Restaurant,johnson campbell and weber,61,F,Low,0,Low Spend — Restaurant
440439,185.04,Clothing,ochoa johnson,46,F,Mid,1,Mid Spend — Market
440477,289.44,Market,cox group,48,Unknown,Mid,1,Mid Spend — Market
440480,129.66,Clothing,miller and sons,60,F,Low,1,Low Spend — Market
440505,362.27,Travel,meyer reed and bryant,50,F,Mid,2,Mid Spend — Travel
440508,2569.89,Travel,arnold lester,55,Unknown,Very High,2,Very High Spend — Travel
440547,1443.85,Travel,gonzalez smith,21,Unknown,Very High,2,Very High Spend — Travel
440556,101.88,Market,moore llc,67,Unknown,Low,1,Low Spend — Market
440576,46.38,Restaurant,cook simmons,67,F,Low,0,Low Spend — Restaurant
440581,1366.09,Travel,nelson and sons,68,M,Very High,2,Very High Spend — Travel
440586,60.86,Cosmetic,gallagher molina and ramirez,34,F,Low,1,Low Spend — Market
440628,54.46,Restaurant,warren inc,64,F,Low,0,Low Spend — Restaurant
440634,52.69,Restaurant,simpson myers,66,F,Low,0,Low Spend — Restaurant
440644,88.86,Restaurant,hubbard and sons,23,M,Low,0,Low Spend — Restaurant
440651,53.16,Restaurant,davis plc,46,M,Low,0,Low Spend — Restaurant
440668,368.95,Market,chavez cunningham,73,F,Mid,1,Mid Spend — Market
440685,42.15,Restaurant,blair lyons,47,M,Low,0,Low Spend — Restaurant
440706,441.18,Market,wilson zavala,68,F,Mid,1,Mid Spend — Market
440739,491.67,Market,duran llc,55,F,High,1,High Spend — Market
440761,849.32,Electronics,rivera lawson and mcmahon,35,F,High,3,High Spend — Electronics
440776,423.92,Market,mccormick terry and medina,38,M,Mid,1,Mid Spend — Market
440786,291.15,Market,dawson jones,77,M,Mid,1,Mid Spend — Market
440811,288.6,Clothing,kelley trujillo and marks,39,M,Mid,1,Mid Spend — Market
440817,578.3,Travel,mclaughlin morales,26,F,High,2,High Spend — Travel
440831,246.34,Market,banks arnold and cannon,39,M,Mid,1,Mid Spend — Market
440966,123.32,Cosmetic,gomez james,25,F,Low,1,Low Spend — Market
441010,490.35,Electronics,hall plc,30,F,High,3,High Spend — Electronics
441028,176.08,Cosmetic,love rose and bradford,75,M,Low,1,Low Spend — Market
441037,2327.27,Travel,meyer inc,33,M,Very High,2,Very High Spend — Travel
441077,440.01,Market,webb edwards,70,M,Mid,1,Mid Spend — Market
441080,27.4,Cosmetic,miller ltd,73,F,Low,1,Low Spend — Market
441093,24.46,Clothing,dixon pace,36,M,Low,1,Low Spend — Market
441095,117.62,Clothing,rowe parsons and green,24,F,Low,1,Low Spend — Market
441152,777.7,Travel,wright west,70,M,High,2,High Spend — Travel
441274,353.69,Market,austin nguyen and long,42,Unknown,Mid,1,Mid Spend — Market
441323,57.63,Restaurant,kelley roberts and moreno,53,M,Low,0,Low Spend — Restaurant
441351,221.6,Market,underwood zuniga and lam,63,Unknown,Mid,1,Mid Spend — Market
441379,62.94,Restaurant,lawrence lee and barnett,54,M,Low,0,Low Spend — Restaurant
441381,197.41,Electronics,cowan zimmerman,47,M,Mid,3,Mid Spend — Electronics
441400,35.8,Market,nichols allen and schmidt,47,F,Low,1,Low Spend — Market
441410,133.61,Cosmetic,perez klein and morrow,77,F,Low,1,Low Spend — Market
441444,114.15,Market,bennett adams and flores,42,F,Low,1,Low Spend — Market
441449,238.79,Clothing,caldwell adams and rojas,42,F,Mid,1,Mid Spend — Market
441462,1166.84,Travel,chapman hicks,62,M,High,2,High Spend — Travel
441469,1678.64,Travel,arnold shelton,29,Unknown,Very High,2,Very High Spend — Travel
441490,1839.12,Travel,hood nelson,40,M,Very High,2,Very High Spend — Travel
441512,97.28,Restaurant,santana williams and guerra,23,Unknown,Low,0,Low Spend — Restaurant
441531,32.04,Restaurant,shields house,39,M,Low,0,Low Spend — Restaurant
441538,51.53,Restaurant,lowe bond and perry,24,M,Low,0,Low Spend — Restaurant
441547,2792.69,Travel,reyes brown and white,36,F,Very High,2,Very High Spend — Travel
441579,78.63,Restaurant,garcia dean,54,M,Low,0,Low Spend — Restaurant
441581,241.57,Market,jackson plc,36,M,Mid,1,Mid Spend — Market
441584,96.72,Cosmetic,dixon ltd,50,M,Low,1,Low Spend — Market
441585,1692.49,Travel,stephenson llc,77,Unknown,Very High,2,Very High Spend — Travel
441653,61.83,Clothing,oliver luna and williams,59,Unknown,Low,1,Low Spend — Market
441663,27.36,Clothing,campbell mitchell and schwartz,59,Unknown,Low,1,Low Spend — Market
441686,234.83,Market,walters inc,53,F,Mid,1,Mid Spend — Market
441693,75.63,Restaurant,garcia edwards and barnes,57,M,Low,0,Low Spend — Restaurant
441716,1175.8,Travel,henderson tanner and jackson,58,F,High,2,High Spend — Travel
441765,27.78,Restaurant,alexander williams and morris,62,F,Low,0,Low Spend — Restaurant
441803,293.23,Travel,jackson group,68,M,Mid,2,Mid Spend — Travel
441835,797.71,Travel,gonzalez baker and garcia,22,F,High,2,High Spend — Travel
441858,547.84,Travel,hahn martinez,44,M,High,2,High Spend — Travel
441877,158.32,Cosmetic,porter miller and glenn,70,F,Low,1,Low Spend — Market
441936,72.3,Restaurant,shaw plc,33,M,Low,0,Low Spend — Restaurant
441942,468.47,Market,williams allen and holloway,28,F,Mid,1,Mid Spend — Market
441981,172.87,Travel,salas inc,74,M,Low,2,Low Spend — Travel
442007,321.77,Market,clements plc,56,M,Mid,1,Mid Spend — Market
442035,61.11,Restaurant,gibson llc,70,F,Low,0,Low Spend — Restaurant
442055,29.46,Clothing,moore bradshaw and wells,41,F,Low,1,Low Spend — Market
442062,1720.04,Travel,edwards robinson and strickland,65,M,Very High,2,Very High Spend — Travel
442079,169.42,Electronics,woods boyd and green,67,M,Low,3,Low Spend — Electronics
442090,1286.85,Travel,lee sampson,23,Unknown,Very High,2,Very High Spend — Travel
442093,2578.21,Travel,fisher thomas,64,F,Very High,2,Very High Spend — Travel
442128,289.27,Clothing,webster wright and hale,58,F,Mid,1,Mid Spend — Market
442160,393.05,Travel,russell king,28,M,Mid,2,Mid Spend — Travel
442167,48.52,Restaurant,perez stevens and gill,63,M,Low,0,Low Spend — Restaurant
442178,104.06,Cosmetic,harrison ltd,24,M,Low,1,Low Spend — Market
442203,97.99,Cosmetic,farmer rodriguez and robinson,21,F,Low,1,Low Spend — Market
442204,79.24,Clothing,sandoval gonzalez,36,M,Low,1,Low Spend — Market
442209,1446.04,Travel,ferguson riley and carlson,32,F,Very High,2,Very High Spend — Travel
442219,2098.75,Travel,sellers plc,72,Unknown,Very High,2,Very High Spend — Travel
442230,48.47,Clothing,shepherd brewer,29,M,Low,1,Low Spend — Market
442235,844.65,Electronics,scott ltd,26,M,High,3,High Spend — Electronics
442253,2048.29,Travel,wolf steele and robinson,60,F,Very High,2,Very High Spend — Travel
442334,207.47,Clothing,salas hicks,64,F,Mid,1,Mid Spend — Market
442348,58.48,Clothing,baker plc,39,F,Low,1,Low Spend — Market
442360,158.3,Electronics,williams solomon and yates,43,F,Low,3,Low Spend — Electronics
442378,804.21,Travel,gilbert group,21,M,High,2,High Spend — Travel
442384,217.88,Market,harrell plc,72,Unknown,Mid,1,Mid Spend — Market
442402,285.64,Clothing,christensen richards and donaldson,33,F,Mid,1,Mid Spend — Market
442419,74.9,Market,johnson campos,41,M,Low,1,Low Spend — Market
442426,121.67,Cosmetic,ford and sons,52,M,Low,1,Low Spend — Market
442434,323.57,Travel,mcconnell group,35,F,Mid,2,Mid Spend — Travel
442453,149.31,Market,hayes and sons,47,F,Low,1,Low Spend — Market
442455,43.88,Restaurant,dominguez ltd,56,F,Low,0,Low Spend — Restaurant
442481,259.31,Market,brown and sons,57,F,Mid,1,Mid Spend — Market
442493,1190.12,Travel,king and sons,43,F,High,2,High Spend — Travel
442499,1664.1,Travel,gibson brown,34,M,Very High,2,Very High Spend — Travel
442509,588.27,Travel,scott stevens and stewart,35,M,High,2,High Spend — Travel
442527,1401.75,Travel,barnes plc,34,M,Very High,2,Very High Spend — Travel
442544,69.93,Electronics,leon and sons,24,F,Low,3,Low Spend — Electronics
442569,929.97,Electronics,norman leon and fowler,26,F,High,3,High Spend — Electronics
442572,367.13,Market,russell llc,50,F,Mid,1,Mid Spend — Market
442577,69.33,Cosmetic,johnson malone,28,F,Low,1,Low Spend — Market
442599,63.59,Cosmetic,fuller carter,51,F,Low,1,Low Spend — Market
442607,213.72,Electronics,long inc,33,M,Mid,3,Mid Spend — Electronics
442628,343.34,Electronics,nash and sons,26,F,Mid,3,Mid Spend — Electronics
442633,199.07,Clothing,knight llc,22,F,Mid,1,Mid Spend — Market
442678,836.26,Electronics,garza ltd,25,F,High,3,High Spend — Electronics
442688,96.2,Restaurant,vega nelson,52,M,Low,0,Low Spend — Restaurant
442694,39.32,Clothing,herrera inc,24,M,Low,1,Low Spend — Market
442710,104.04,Cosmetic,lee group,29,F,Low,1,Low Spend — Market
442725,164.2,Clothing,schmidt howell and dixon,62,M,Low,1,Low Spend — Market
442730,155.99,Market,johnson plc,45,F,Low,1,Low Spend — Market
442732,815.3,Electronics,liu plc,34,F,High,3,High Spend — Electronics
442750,26.06,Market,kennedy lamb and allen,55,Unknown,Low,1,Low Spend — Market
442764,98.33,Market,grant jennings and riley,28,F,Low,1,Low Spend — Market
442771,1760.23,Travel,wilson johnson,43,F,Very High,2,Very High Spend — Travel
442800,2865.96,Travel,alvarez inc,68,M,Very High,2,Very High Spend — Travel
442809,99.96,Restaurant,simmons fisher and blackwell,23,F,Low,0,Low Spend — Restaurant
442818,49.89,Restaurant,james scott and allen,64,F,Low,0,Low Spend — Restaurant
442823,2318.32,Travel,harris castro,31,F,Very High,2,Very High Spend — Travel
442836,942.75,Electronics,burke todd,39,M,High,3,High Spend — Electronics
442843,1543.4,Travel,johnson ltd,44,F,Very High,2,Very High Spend — Travel
442856,299.81,Clothing,nelson vasquez,44,F,Mid,1,Mid Spend — Market
442862,215.58,Clothing,rodriguez nichols,32,F,Mid,1,Mid Spend — Market
442885,494.67,Market,marks davis,52,F,High,1,High Spend — Market
442914,244.23,Clothing,williams snyder,32,F,Mid,1,Mid Spend — Market
442928,85.39,Clothing,barton pearson,33,F,Low,1,Low Spend — Market
442935,216.92,Travel,gibson llc,67,F,Mid,2,Mid Spend — Travel
442936,32.62,Restaurant,murray inc,35,M,Low,0,Low Spend — Restaurant
442945,101.09,Cosmetic,lang brown,72,M,Low,1,Low Spend — Market
442951,255.08,Clothing,russell wilson and hampton,59,M,Mid,1,Mid Spend — Market
442954,130.1,Travel,sanders hall,29,Unknown,Low,2,Low Spend — Travel
442960,1404.4,Travel,gonzalez fowler,52,M,Very High,2,Very High Spend — Travel
442971,550.79,Travel,bond llc,20,Unknown,High,2,High Spend — Travel
442986,421.42,Market,morton small and perry,36,M,Mid,1,Mid Spend — Market
443018,133.94,Clothing,george miller,42,F,Low,1,Low Spend — Market
443033,91.13,Market,lopez king and martinez,28,Unknown,Low,1,Low Spend — Market
443051,115.03,Clothing,chavez simpson and myers,58,F,Low,1,Low Spend — Market
443066,149.89,Market,gibson llc,33,F,Low,1,Low Spend — Market
443078,319.36,Market,taylor bryan,38,M,Mid,1,Mid Spend — Market
443104,11.28,Restaurant,thompson jones and west,64,F,Low,0,Low Spend — Restaurant
443121,387.16,Market,simmons curtis and smith,67,M,Mid,1,Mid Spend — Market
443123,60.25,Clothing,maxwell potter,44,M,Low,1,Low Spend — Market
443124,353.06,Travel,smith cummings,49,M,Mid,2,Mid Spend — Travel
443150,105.03,Market,glass mathis and long,20,F,Low,1,Low Spend — Market
443162,15.34,Restaurant,phelps fletcher,61,F,Low,0,Low Spend — Restaurant
443173,356.56,Market,buchanan cohen,42,M,Mid,1,Mid Spend — Market
443189,640.41,Travel,lam clayton and rivera,76,F,High,2,High Spend — Travel
443243,534.96,Travel,harrison mcdonald and rangel,34,M,High,2,High Spend — Travel
443299,215.03,Market,schmitt thomas and ferguson,58,F,Mid,1,Mid Spend — Market
443318,316.48,Electronics,russell duncan,38,F,Mid,3,Mid Spend — Electronics
443328,61.51,Restaurant,zimmerman and sons,65,M,Low,0,Low Spend — Restaurant
443339,229.17,Clothing,schroeder plc,62,F,Mid,1,Mid Spend — Market
443358,56.17,Cosmetic,stephens long and smith,52,F,Low,1,Low Spend — Market
443377,791.56,Electronics,bailey and sons,31,M,High,3,High Spend — Electronics
443378,130.35,Market,rodriguez fletcher and ward,62,F,Low,1,Low Spend — Market
443380,21.99,Restaurant,robinson underwood,55,F,Low,0,Low Spend — Restaurant
443428,1236.75,Travel,holloway townsend and frank,74,M,High,2,High Spend — Travel
443434,71.22,Cosmetic,ho miller and adams,27,F,Low,1,Low Spend — Market
443442,295.84,Clothing,ayala llc,65,F,Mid,1,Mid Spend — Market
443458,97.11,Restaurant,orozco and sons,42,M,Low,0,Low Spend — Restaurant
443504,187.5,Cosmetic,miller barton,55,F,Mid,1,Mid Spend — Market
443537,1149.25,Travel,jones ltd,31,F,High,2,High Spend — Travel
443542,1630.93,Travel,wiggins martinez and lee,37,Unknown,Very High,2,Very High Spend — Travel
443579,93.97,Cosmetic,ford glenn,45,F,Low,1,Low Spend — Market
443601,259.34,Clothing,thompson ltd,38,F,Mid,1,Mid Spend — Market
443629,2733.46,Travel,dawson blackwell,56,M,Very High,2,Very High Spend — Travel
443671,159.65,Cosmetic,james morrow and quinn,40,F,Low,1,Low Spend — Market
443673,109.74,Market,johnson gibson and maxwell,73,M,Low,1,Low Spend — Market
443703,45.68,Market,perez jackson,48,F,Low,1,Low Spend — Market
443750,82.21,Restaurant,pena martin and harrison,53,M,Low,0,Low Spend — Restaurant
443771,463.92,Electronics,dickson wallace and anderson,56,M,Mid,3,Mid Spend — Electronics
443791,59.76,Restaurant,ortiz llc,77,Unknown,Low,0,Low Spend — Restaurant
443801,143.31,Cosmetic,weaver group,72,F,Low,1,Low Spend — Market
443811,15.23,Cosmetic,walker howard and jacobson,49,M,Low,1,Low Spend — Market
443820,101.47,Electronics,jenkins boyer and lewis,70,M,Low,3,Low Spend — Electronics
443830,213.4,Clothing,fernandez and sons,36,M,Mid,1,Mid Spend — Market
443889,61.22,Market,vaughan gallagher,57,F,Low,1,Low Spend — Market
443978,1855.23,Travel,clark inc,66,M,Very High,2,Very High Spend — Travel
443983,96.82,Market,sims jackson and harris,63,M,Low,1,Low Spend — Market
443988,1241.25,Travel,farrell moran,66,M,High,2,High Spend — Travel
443996,40.63,Restaurant,perez hoffman,72,M,Low,0,Low Spend — Restaurant
443997,97.34,Restaurant,white woods and pitts,49,M,Low,0,Low Spend — Restaurant
444034,217.67,Clothing,frey inc,58,F,Mid,1,Mid Spend — Market
444035,545.0,Electronics,campos group,34,M,High,3,High Spend — Electronics
444038,298.18,Clothing,allen carroll,29,M,Mid,1,Mid Spend — Market
444060,47.44,Cosmetic,sanchez cox,68,F,Low,1,Low Spend — Market
444064,628.62,Electronics,mcdowell clark and hebert,68,M,High,3,High Spend — Electronics
444092,144.21,Cosmetic,torres wood and moore,38,M,Low,1,Low Spend — Market
444101,485.94,Market,burton inc,47,Unknown,High,1,High Spend — Market
444117,2618.62,Travel,sullivan inc,47,F,Very High,2,Very High Spend — Travel
444211,26.1,Restaurant,bell thomas,36,F,Low,0,Low Spend — Restaurant
444223,337.67,Electronics,davis plc,40,M,Mid,3,Mid Spend — Electronics
444227,373.32,Market,franco group,76,M,Mid,1,Mid Spend — Market
444264,156.43,Clothing,williams ward and novak,26,M,Low,1,Low Spend — Market
444273,20.31,Restaurant,warren johnson and harrison,60,Unknown,Low,0,Low Spend — Restaurant
444298,70.97,Restaurant,logan ltd,24,F,Low,0,Low Spend — Restaurant
444309,55.52,Cosmetic,ortega garza and cunningham,69,M,Low,1,Low Spend — Market
444315,696.47,Electronics,nielsen hunter and owen,20,Unknown,High,3,High Spend — Electronics
444325,182.27,Clothing,navarro fisher and vargas,45,F,Mid,1,Mid Spend — Market
444350,2622.35,Travel,fernandez hill,50,F,Very High,2,Very High Spend — Travel
444354,216.59,Clothing,hansen wilkins,61,M,Mid,1,Mid Spend — Market
444383,161.52,Market,williams grant and flores,31,M,Low,1,Low Spend — Market
444397,142.12,Electronics,lucas llc,38,F,Low,3,Low Spend — Electronics
444412,81.63,Restaurant,hodge buckley and holland,75,F,Low,0,Low Spend — Restaurant
444454,52.14,Restaurant,valdez castillo and hall,48,M,Low,0,Low Spend — Restaurant
444471,82.86,Restaurant,duncan davis,59,M,Low,0,Low Spend — Restaurant
444547,133.18,Travel,hinton griffith,69,M,Low,2,Low Spend — Travel
444556,282.39,Market,anderson gonzalez,70,M,Mid,1,Mid Spend — Market
444568,779.38,Electronics,west brown,35,Unknown,High,3,High Spend — Electronics
444569,375.22,Market,nielsen jones,55,F,Mid,1,Mid Spend — Market
444574,217.87,Electronics,kelly delgado and small,52,M,Mid,3,Mid Spend — Electronics
444594,246.28,Travel,mccarty gutierrez,63,F,Mid,2,Mid Spend — Travel
444610,53.0,Restaurant,hodge group,45,M,Low,0,Low Spend — Restaurant
444618,203.95,Market,gonzalez group,66,M,Mid,1,Mid Spend — Market
444623,688.15,Travel,miller llc,56,F,High,2,High Spend — Travel
444682,366.31,Market,maldonado white and anderson,58,F,Mid,1,Mid Spend — Market
444683,54.77,Restaurant,wiggins ltd,74,M,Low,0,Low Spend — Restaurant
444699,1822.04,Travel,jackson velasquez and wilson,40,F,Very High,2,Very High Spend — Travel
444705,565.1,Electronics,brown plc,60,M,High,3,High Spend — Electronics
444739,1135.65,Travel,hernandez and sons,33,F,High,2,High Spend — Travel
444762,908.69,Electronics,guerra inc,32,M,High,3,High Spend — Electronics
444778,384.5,Market,boyd and sons,74,F,Mid,1,Mid Spend — Market
444782,72.04,Cosmetic,hughes scott,66,F,Low,1,Low Spend — Market
444800,89.26,Market,jones plc,40,F,Low,1,Low Spend — Market
444846,155.53,Cosmetic,powell wolfe,39,F,Low,1,Low Spend — Market
444848,467.84,Market,steele williams,20,M,Mid,1,Mid Spend — Market
444862,47.82,Restaurant,miranda hurley,55,F,Low,0,Low Spend — Restaurant
444887,244.44,Clothing,murphy and sons,52,F,Mid,1,Mid Spend — Market
444894,223.24,Clothing,key snyder,20,M,Mid,1,Mid Spend — Market
444919,28.85,Market,oneill ltd,32,F,Low,1,Low Spend — Market
444922,38.11,Restaurant,porter and sons,70,F,Low,0,Low Spend — Restaurant
444934,519.28,Electronics,coleman hunter and swanson,24,M,High,3,High Spend — Electronics
444936,1525.16,Travel,dyer rollins and farley,23,F,Very High,2,Very High Spend — Travel
444945,194.23,Market,moore ward and wright,33,F,Mid,1,Mid Spend — Market
444951,213.16,Travel,ramirez llc,22,F,Mid,2,Mid Spend — Travel
444972,189.23,Clothing,rose lopez,28,M,Mid,1,Mid Spend — Market
444979,80.99,Cosmetic,brown grant,58,F,Low,1,Low Spend — Market
445062,198.06,Clothing,ball gonzalez,32,M,Mid,1,Mid Spend — Market
445078,125.31,Cosmetic,green and sons,22,M,Low,1,Low Spend — Market
445108,52.88,Market,phillips banks and johnson,69,M,Low,1,Low Spend — Market
445111,400.72,Market,norris fowler,21,Unknown,Mid,1,Mid Spend — Market
445129,232.73,Market,collins riley,22,F,Mid,1,Mid Spend — Market
445150,1818.19,Travel,vasquez and sons,29,Unknown,Very High,2,Very High Spend — Travel
445162,559.76,Travel,davis conner and kim,48,M,High,2,High Spend — Travel
445165,234.95,Travel,acosta king,27,M,Mid,2,Mid Spend — Travel
445169,426.93,Market,wilson brown,67,F,Mid,1,Mid Spend — Market
445204,226.41,Clothing,stewart llc,39,F,Mid,1,Mid Spend — Market
445206,651.2,Electronics,walsh fischer,73,M,High,3,High Spend — Electronics
445209,71.96,Clothing,vazquez warner,30,F,Low,1,Low Spend — Market
445212,2174.77,Travel,burch llc,48,M,Very High,2,Very High Spend — Travel
445225,272.61,Market,welch plc,68,F,Mid,1,Mid Spend — Market
445227,198.95,Clothing,burnett peterson and meyer,35,Unknown,Mid,1,Mid Spend — Market
445256,86.08,Restaurant,branch quinn,43,F,Low,0,Low Spend — Restaurant
445276,438.38,Market,drake rodriguez and rogers,24,F,Mid,1,Mid Spend — Market
445295,727.88,Electronics,green bruce,66,F,High,3,High Spend — Electronics
